Applicant_ID,Age,Education_Level,Years_with_Current_Employer,Years_at_Current_Address,Household_Income_(Thousands_NIS),Debt_to_Income_Ratio_(%),Credit_Card_Debt_(Thousands_NIS),Other_Debt_(Thousands_NIS),y
16470,21,high school,8,20,376,12,2,11,0
16471,40,high school,12,22,101,1.3,0,3,0
16472,37,0,12,4,357,2,1,1,0
16473,28,university,13,0,86,0,2,2,0
16474,32,high school,22,16,113,11.1,0,5,0
16475,39,high school,15,1,105,6.3,1,11,0
16476,31,high school,9,20,192,7.1,1,9,0
16477,28,0,10,1,165,4.2,3,5,0
16478,39,high school,6,9,64,7.2,15,7,0
16479,36,university,4,8,90,4.4,1,4,0
16480,40,0,0,19,139,0,1,2,0
16481,21,university,12,4,98,7.8,3,15,0
16482,43,high school,0,24,64,1.2,14,10,0
16483,32,university,5,6,195,1.7,0,1,0
16484,28,university,13,10,79,9.5,3,9,0
16485,38,graduate professional education,1,2,203,4.8,1,11,0
16486,26,high school,11,8,165,10,12,7,0
16487,29,high school,16,27,154,11.1,4,6,0
16488,48,high school,3,10,128,7.8,18,29,0
16489,28,high school,3,0,162,3.1,5,1,0
16490,32,university,8,3,436,11.7,10,4,0
16491,45,university,14,5,203,13.3,3,4,0
16492,30,university,19,19,165,8.9,0,19,0
16493,28,high school,4,2,101,0.8,3,4,0
16494,43,university,1,0,109,5,10,7,0
16495,48,high school,27,0,120,5,1,11,0
16496,35,graduate professional education,6,25,252,6.1,2,21,0
16497,29,high school,7,15,282,4.3,12,2,0
16498,40,high school,14,1,165,3.6,0,2,0
16499,32,university,14,0,90,3.2,0,7,0
16500,40,high school,21,9,192,12.1,2,3,0
16501,25,high school,13,13,545,3.2,1,5,0
16502,34,high school,22,4,143,5.5,6,5,0
16503,28,high school,5,9,101,5.1,3,8,0
16504,36,high school,13,3,162,4.8,8,4,0
16505,22,0,1,3,173,9.7,1,3,0
16506,41,high school,14,22,90,11,1,18,0
16507,29,high school,18,8,105,8.5,3,15,0
16508,41,university,8,2,424,5.5,14,5,0
16509,40,university,5,7,451,1.5,2,11,0
16510,39,high school,5,1,210,7.3,2,36,0
16511,39,high school,9,10,120,15.7,6,15,0
16512,45,university,23,17,255,17.2,1,6,0
16513,30,graduate professional education,4,9,334,19,4,1,0
16514,50,high school,9,7,169,10.3,0,3,0
16515,41,high school,21,19,376,8.9,4,6,0
16516,33,high school,3,16,424,4.4,3,18,0
16517,23,graduate professional education,2,15,116,1,7,36,0
16518,21,high school,6,13,120,11.8,7,32,0
16519,50,graduate professional education,9,1,113,0.6,7,9,0
16520,42,high school,16,15,473,1.9,2,17,0
16521,45,university,24,6,60,5.8,0,22,0
16522,27,high school,22,12,98,5.3,9,3,0
16523,33,graduate professional education,0,15,496,13.2,0,28,0
16524,36,high school,0,1,86,7.2,0,4,0
16525,34,university,16,0,79,1.8,1,1,0
16526,29,high school,8,0,98,20.4,1,4,0
16527,40,graduate professional education,1,6,120,3.1,2,8,0
16528,51,high school,13,6,86,7.8,2,5,0
16529,21,high school,5,12,139,17.2,2,3,0
16530,28,high school,7,4,454,3,3,13,0
16531,23,high school,5,10,105,5,1,5,0
16532,33,university,1,0,98,5.5,9,2,0
16533,36,high school,22,12,222,9.5,5,4,0
16534,39,graduate professional education,22,5,124,17.5,2,1,0
16535,37,0,15,10,94,1.7,0,5,0
16536,33,high school,4,11,116,20,1,5,0
16537,35,university,3,5,79,4.8,12,2,0
16538,46,high school,1,1,372,5,2,3,0
16539,39,high school,0,2,120,8.9,0,1,0
16540,54,high school,5,4,86,9.7,3,11,0
16541,23,high school,4,7,86,4.2,5,3,0
16542,28,high school,8,14,116,2.9,10,8,0
16543,31,high school,12,8,98,7.8,6,1,0
16544,26,high school,5,3,128,6.7,16,7,0
16545,41,graduate professional education,10,16,195,3,4,6,0
16546,31,high school,4,1,357,4.1,3,8,0
16547,29,university,25,11,146,9.1,2,3,0
16548,37,high school,8,6,75,5.8,0,8,0
16549,48,high school,19,8,143,11.4,2,5,0
16550,45,graduate professional education,15,11,86,11.6,1,2,0
16551,39,university,18,3,158,5.5,1,4,0
16552,39,high school,7,15,94,0,8,31,0
16553,29,high school,2,1,154,5.3,3,1,0
16554,25,university,3,9,199,12.3,1,7,0
16555,42,high school,1,16,94,4.4,1,20,0
16556,39,graduate professional education,25,26,368,6.7,1,4,0
16557,24,university,9,6,165,9.9,15,2,0
16558,33,0,4,11,128,23.9,2,18,0
16559,32,high school,10,0,105,13.3,2,7,0
16560,24,university,8,14,259,17.4,1,20,0
16561,41,university,11,12,169,18.9,2,2,0
16562,37,0,14,4,83,11,6,8,0
16563,23,high school,11,6,154,8.2,2,4,0
16564,40,high school,0,0,98,7.8,1,4,0
16565,36,high school,0,0,169,2,1,27,0
16566,29,high school,8,5,90,8.2,10,7,0
16567,51,high school,8,9,98,4.1,4,5,0
16568,27,university,12,5,56,5.6,3,16,0
16569,39,university,19,3,154,8.2,18,29,0
16570,27,high school,12,16,94,7,1,4,0
16571,26,high school,12,13,64,4.5,3,8,0
16572,28,high school,3,1,274,5.5,20,8,0
16573,31,graduate professional education,12,3,199,5.3,3,22,0
16574,31,high school,6,0,210,19.6,1,54,0
16575,29,university,1,11,98,18.2,16,2,0
16576,46,graduate professional education,18,8,60,3.2,3,3,0
16577,40,high school,11,8,64,5.5,3,8,0
16578,33,university,3,17,192,13.2,1,11,0
16579,38,university,0,4,68,24.8,4,3,0
16580,33,university,10,26,192,6.7,5,9,0
16581,43,graduate professional education,22,4,113,5.6,8,24,0
16582,25,university,9,0,146,9.5,4,5,0
16583,40,graduate professional education,5,10,116,9.9,1,1,0
16584,39,high school,21,4,218,12.2,1,48,0
16585,42,high school,4,7,169,1.8,15,1,0
16586,34,university,13,12,109,14.4,12,5,0
16587,46,high school,3,10,158,18.8,4,3,0
16588,39,high school,25,0,56,17.6,0,5,0
16589,34,graduate professional education,7,20,131,11,1,1,0
16590,30,high school,18,6,293,4.2,2,20,0
16591,45,high school,1,6,165,4.4,4,7,0
16592,35,graduate professional education,22,12,79,8.2,12,1,0
16593,40,university,12,4,143,3.8,1,3,0
16594,42,university,11,10,116,30.3,2,4,0
16595,39,high school,12,10,177,2.9,5,16,0
16596,32,high school,5,2,90,4.1,1,7,0
16597,38,high school,16,2,225,14.5,1,8,0
16598,38,university,6,8,222,18.9,2,5,0
16599,29,high school,6,16,94,6.8,3,15,0
16600,42,high school,9,15,105,19.2,1,1,0
16601,45,graduate professional education,23,2,222,5.5,0,5,0
16602,38,0,16,16,177,7.8,2,5,0
16603,35,high school,6,9,109,13,5,11,0
16604,45,high school,1,11,218,11.3,1,27,0
16605,36,university,0,9,308,5.2,3,2,0
16606,40,high school,27,6,195,5.9,4,5,0
16607,42,high school,7,25,169,7.8,5,11,0
16608,31,high school,4,6,195,0.6,5,11,0
16609,24,high school,5,6,203,21.4,12,0,0
16610,28,high school,16,15,60,4.4,8,13,0
16611,39,university,1,2,334,10.6,3,7,0
16612,36,high school,8,4,86,7.6,8,7,0
16613,29,university,6,10,293,12.1,1,13,0
16614,41,high school,14,6,139,9.4,4,4,0
16615,31,university,0,20,150,2,1,10,0
16616,40,high school,9,9,259,11.6,2,5,0
16617,42,high school,5,11,98,5.5,2,20,0
16618,27,university,18,3,451,1.7,4,18,0
16619,39,high school,10,5,94,17.1,3,8,0
16620,28,graduate professional education,7,19,282,3.8,1,3,0
16621,37,high school,0,2,169,12.3,2,9,0
16622,39,high school,13,13,154,9.1,1,45,0
16623,33,high school,6,16,98,7.7,3,5,0
16624,24,high school,10,23,124,2.9,5,2,0
16625,26,graduate professional education,12,9,131,7.9,8,11,0
16626,50,high school,8,0,222,5.3,2,4,0
16627,39,university,0,6,222,9.5,9,5,0
16628,43,high school,3,27,101,1.9,6,5,0
16629,26,university,13,12,75,24,1,1,0
16630,28,high school,16,4,165,7.1,15,15,0
16631,41,graduate professional education,15,10,116,6.3,6,9,0
16632,34,high school,1,12,225,5.3,2,21,0
16633,29,0,13,2,368,12,2,21,0
16634,29,high school,3,9,334,7.1,1,4,0
16635,29,high school,1,4,68,3,1,11,0
16636,37,university,8,10,98,1,6,3,0
16637,29,high school,6,5,120,5.9,3,6,0
16638,30,high school,13,17,623,4.7,3,15,0
16639,40,university,0,31,83,7.6,2,7,0
16640,28,graduate professional education,9,3,143,20.4,16,8,0
16641,40,university,7,2,64,1.8,5,1,0
16642,27,high school,2,21,199,5.2,5,6,0
16643,23,graduate professional education,4,9,180,10.2,2,3,0
16644,30,0,16,7,94,13.3,2,14,0
16645,25,high school,16,2,109,7.8,6,69,0
16646,29,0,0,10,218,2.3,3,7,0
16647,45,graduate professional education,5,16,83,4,1,32,0
16648,29,high school,6,6,267,6.2,3,37,0
16649,32,high school,6,19,86,5.9,17,7,0
16650,25,university,6,2,64,4.2,2,3,0
16651,36,university,10,9,308,3.4,6,5,0
16652,52,high school,22,10,113,4.9,0,4,0
16653,29,high school,14,19,267,14.9,1,3,0
16654,26,high school,7,2,113,5,2,4,0
16655,36,university,0,10,259,2,0,2,0
16656,40,0,23,1,368,9.6,2,2,0
16657,29,high school,5,19,101,8.2,3,3,0
16658,24,university,16,10,199,7.3,3,6,0
16659,36,high school,1,10,60,12.8,0,4,0
16660,29,university,8,7,165,7.8,1,3,0
16661,43,high school,8,0,180,4,6,13,0
16662,28,high school,0,3,297,1.7,4,8,0
16663,54,high school,9,9,94,12.3,2,3,0
16664,41,high school,16,2,146,22.9,2,7,0
16665,30,high school,11,11,192,9.5,2,27,0
16666,24,high school,21,1,158,3.1,3,8,0
16667,40,high school,1,8,83,5.9,14,7,0
16668,39,university,20,2,60,18.8,12,37,0
16669,29,high school,10,10,454,5.1,6,16,0
16670,31,high school,9,6,154,6.7,1,4,0
16671,24,university,12,4,162,7.3,2,6,0
16672,26,high school,0,4,79,5,5,3,0
16673,35,high school,2,25,83,10.8,0,29,0
16674,32,graduate professional education,8,17,240,7,9,4,0
16675,31,university,20,3,109,2.3,1,7,0
16676,28,university,11,5,120,6.2,0,5,0
16677,39,high school,22,8,184,10.3,1,9,0
16678,32,0,1,0,98,22.1,1,7,0
16679,37,high school,15,13,473,5.4,3,6,0
16680,35,high school,5,13,195,3,2,6,0
16681,48,high school,7,5,109,0.6,3,3,0
16682,39,university,9,4,94,5.3,6,10,0
16683,43,high school,15,16,143,14.4,1,6,0
16684,34,university,10,13,105,10,4,19,0
16685,30,high school,10,15,451,1,7,2,0
16686,28,high school,5,8,101,1,2,1,0
16687,31,high school,20,6,285,18.6,2,8,0
16688,25,university,22,1,79,12.3,2,9,0
16689,41,high school,7,16,207,1,4,1,0
16690,27,university,5,7,139,5.9,2,5,0
16691,41,university,1,4,237,1,0,45,0
16692,41,university,7,1,139,4.4,4,19,0
16693,32,0,10,2,109,4.4,3,11,0
16694,26,high school,10,5,64,12.8,8,4,0
16695,45,university,17,3,507,3.7,4,21,0
16696,47,university,6,6,150,4.2,1,5,0
16697,34,graduate professional education,14,15,376,10.2,3,13,0
16698,33,high school,8,1,68,17.2,12,8,0
16699,27,high school,9,1,376,5.5,4,5,0
16700,39,university,6,1,98,2.7,5,2,0
16701,42,high school,1,10,101,15,1,9,0
16702,47,0,2,20,240,6.6,2,6,0
16703,27,high school,21,16,154,21.4,4,7,0
16704,37,high school,1,6,64,7.6,9,0,0
16705,44,university,13,10,146,8.1,4,9,0
16706,26,high school,0,5,150,17.3,2,10,0
16707,25,high school,8,14,240,4.1,1,36,0
16708,31,high school,4,2,135,13.8,10,10,0
16709,32,high school,16,5,124,12.3,18,3,0
16710,33,high school,4,24,376,8.8,1,2,0
16711,41,graduate professional education,1,4,165,7,6,2,0
16712,48,high school,4,4,545,2.6,0,11,0
16713,40,graduate professional education,8,12,195,6.3,18,2,0
16714,55,university,11,8,282,4.4,2,3,0
16715,28,high school,9,3,154,5,2,8,0
16716,34,high school,7,3,86,5.4,1,5,0
16717,33,university,21,10,225,7.7,6,10,0
16718,30,graduate professional education,3,23,143,17.5,3,8,0
16719,31,high school,15,1,68,11.7,2,11,0
16720,30,university,11,2,195,12.8,5,28,0
16721,31,high school,4,3,244,12.2,10,10,0
16722,41,university,3,16,135,3.4,1,7,0
16723,27,high school,8,12,75,17.6,4,11,0
16724,35,university,7,4,94,10.3,4,0,0
16725,27,high school,11,10,98,6,5,4,0
16726,43,0,16,27,203,7,0,6,0
16727,39,university,14,19,71,3.8,3,37,0
16728,46,university,15,1,143,3.8,6,4,0
16729,28,university,13,4,90,13.3,4,15,0
16730,26,university,1,6,120,10.8,1,5,0
16731,43,high school,11,15,128,10,4,11,0
16732,39,high school,14,8,83,7.3,7,8,0
16733,25,0,4,1,90,3.2,3,2,0
16734,42,graduate professional education,4,25,101,5.5,20,3,0
16735,29,university,18,9,143,6.2,0,10,0
16736,42,university,6,7,278,5.3,2,11,0
16737,29,high school,21,6,128,4.9,3,4,0
16738,34,university,11,2,98,7.6,3,4,0
16739,39,university,1,3,86,6.1,3,23,0
16740,43,university,4,9,75,6.7,2,29,0
16741,43,high school,7,13,177,6.6,15,4,0
16742,28,university,12,4,146,10.1,0,3,0
16743,28,high school,4,4,222,5.9,4,11,0
16744,45,university,8,20,282,4.1,2,4,0
16745,36,high school,5,0,424,4.8,3,8,0
16746,34,graduate professional education,16,10,308,1.7,12,27,0
16747,20,high school,7,16,64,5.8,0,5,0
16748,43,high school,7,3,98,8.2,4,6,0
16749,39,university,6,5,113,5.3,0,4,0
16750,51,graduate professional education,22,15,267,2.9,8,63,0
16751,33,high school,13,2,173,4,2,0,0
16752,43,university,0,5,105,10.8,6,7,0
16753,33,high school,5,0,376,4.7,1,8,0
16754,41,university,0,20,68,9.5,3,8,0
16755,40,high school,12,15,116,1,7,13,0
16756,41,university,4,6,451,9.4,6,5,0
16757,41,graduate professional education,6,26,94,5.4,1,3,0
16758,27,high school,8,10,56,8.8,1,5,0
16759,35,high school,8,12,210,9.6,5,22,0
16760,25,high school,11,17,94,0.6,10,23,0
16761,48,high school,0,0,90,14.3,3,10,0
16762,48,high school,14,2,146,4.7,0,36,0
16763,35,high school,10,9,116,18.8,1,8,0
16764,48,high school,9,7,312,3.7,5,2,0
16765,40,0,22,16,60,13.3,1,3,0
16766,45,high school,2,27,165,4.4,2,21,0
16767,29,university,2,4,165,1.6,14,6,0
16768,27,university,5,4,188,7.6,3,4,0
16769,39,university,3,9,113,12.1,2,4,0
16770,39,university,18,16,83,12,3,3,0
16771,33,university,5,16,139,9.5,17,3,0
16772,46,graduate professional education,5,23,98,18.8,4,15,0
16773,27,high school,9,10,282,8.2,6,1,0
16774,47,university,19,25,71,7.1,1,4,0
16775,41,high school,16,4,597,16.5,3,4,0
16776,30,high school,22,14,124,5.9,3,4,0
16777,41,high school,0,11,101,12,4,5,0
16778,43,high school,7,1,300,19.9,2,6,0
16779,30,0,6,1,252,1.8,12,5,0
16780,27,high school,11,6,113,5.8,9,2,0
16781,31,graduate professional education,1,8,210,11.7,9,18,0
16782,40,high school,8,14,101,14.9,4,14,0
16783,43,high school,0,3,146,1.8,3,5,0
16784,50,high school,8,1,154,1.6,0,7,0
16785,47,graduate professional education,11,4,192,8,0,4,0
16786,26,university,18,5,496,7.6,3,4,0
16787,27,university,15,1,113,17.7,11,34,0
16788,31,university,11,5,94,7.6,1,36,0
16789,23,university,19,13,267,14.3,3,12,0
16790,27,high school,7,6,83,5.3,1,6,0
16791,30,high school,8,14,225,19.1,4,2,0
16792,42,university,12,11,101,5.9,5,12,0
16793,46,high school,1,26,203,7.7,5,4,0
16794,46,university,13,0,143,7,9,18,0
16795,29,university,6,10,75,6.1,3,3,0
16796,31,high school,1,2,192,6.3,6,9,0
16797,27,graduate professional education,8,10,154,22.9,5,13,0
16798,21,high school,18,10,451,1.3,1,4,0
16799,23,high school,5,22,282,10,6,9,0
16800,31,graduate professional education,9,14,240,2.2,6,4,0
16801,27,university,14,3,368,9.5,0,2,0
16802,45,university,13,25,225,24.2,4,2,0
16803,40,high school,12,12,120,26,6,17,0
16804,41,high school,6,5,357,16.7,7,2,0
16805,39,university,23,16,86,11.2,0,2,0
16806,35,university,7,10,233,6.3,2,36,0
16807,41,high school,5,23,207,4.6,3,2,0
16808,29,high school,5,11,342,4.1,10,18,0
16809,42,high school,7,1,255,8.2,2,5,0
16810,27,high school,6,20,146,11.4,7,31,0
16811,22,high school,18,3,113,1.7,0,9,0
16812,33,high school,9,7,86,2.8,2,9,0
16813,29,high school,9,2,135,1.6,12,4,0
16814,39,high school,6,4,83,14.9,4,32,0
16815,45,high school,1,2,222,4.8,7,8,0
16816,39,university,5,4,135,14.5,0,5,0
16817,22,high school,19,2,68,2.3,8,14,0
16818,36,university,12,25,71,7,9,29,0
16819,31,high school,9,9,113,2.2,3,8,0
16820,36,university,13,10,98,5.5,2,11,0
16821,28,high school,4,9,545,4.4,3,16,0
16822,48,high school,5,12,105,7.6,2,8,0
16823,31,high school,12,6,210,9.6,0,2,0
16824,30,high school,5,8,210,2.2,3,8,0
16825,31,high school,12,2,146,9.7,5,15,0
16826,40,high school,13,31,146,1.6,2,16,0
16827,42,high school,5,1,135,5.2,0,9,0
16828,31,high school,16,6,113,7.3,5,3,0
16829,40,high school,4,13,162,8.9,6,4,0
16830,32,high school,6,5,94,7,5,3,0
16831,56,university,3,21,128,2.3,2,3,0
16832,29,high school,9,4,255,17.1,11,8,0
16833,43,high school,12,1,105,11.3,3,2,0
16834,36,high school,8,3,165,6.9,14,4,0
16835,47,high school,12,9,376,4.1,26,3,0
16836,39,university,8,25,113,22.8,4,18,0
16837,32,high school,4,8,229,21.4,3,6,0
16838,43,high school,25,8,94,4.2,8,34,0
16839,28,0,13,21,101,6.1,3,4,0
16840,50,high school,16,1,64,23.9,7,4,0
16841,41,high school,4,21,139,5,1,21,0
16842,24,university,5,10,128,4.4,3,37,0
16843,46,high school,7,14,131,5,4,15,0
16844,34,high school,0,19,60,16.3,0,2,0
16845,28,high school,24,2,394,7,4,3,0
16846,28,university,1,2,146,8.9,1,4,0
16847,36,high school,18,26,135,3.3,2,3,0
16848,31,graduate professional education,1,8,94,10.2,8,6,0
16849,42,high school,0,2,207,2.2,3,2,0
16850,34,university,5,3,64,4.5,1,5,0
16851,37,high school,14,4,79,8.6,0,15,0
16852,28,graduate professional education,10,2,124,3.2,2,6,0
16853,32,graduate professional education,4,7,116,9.4,4,5,0
16854,32,university,13,16,496,3.6,7,7,0
16855,45,high school,18,0,312,18.8,1,8,0
16856,41,university,12,15,143,6,4,3,0
16857,33,high school,0,2,94,9.4,5,21,0
16858,51,high school,8,4,195,4.8,2,5,0
16859,34,graduate professional education,8,7,146,1.7,6,4,0
16860,47,university,16,1,90,22.8,3,5,0
16861,27,high school,4,19,285,3,3,3,0
16862,39,high school,5,13,597,4.8,4,15,0
16863,41,high school,15,27,98,15.6,7,36,0
16864,28,high school,19,3,101,14.5,3,69,0
16865,32,high school,15,9,150,9,2,6,0
16866,21,graduate professional education,1,9,443,4,1,1,0
16867,48,high school,6,0,131,2.7,3,5,0
16868,46,university,9,5,79,1.8,1,7,0
16869,34,graduate professional education,9,5,101,16.5,13,3,0
16870,28,0,23,9,282,1.9,2,8,0
16871,27,high school,7,16,124,4,0,4,0
16872,40,high school,5,20,240,9.6,37,3,0
16873,27,high school,11,19,139,1.9,5,26,0
16874,40,graduate professional education,9,0,184,10.1,0,6,0
16875,27,high school,4,3,79,4.7,0,8,0
16876,29,high school,12,4,146,7.7,14,28,0
16877,39,high school,18,17,169,7.2,10,29,0
16878,32,high school,0,8,101,7.8,2,13,0
16879,43,graduate professional education,12,8,109,5.1,1,32,0
16880,54,high school,4,20,79,13.3,6,15,0
16881,37,high school,1,5,75,6,1,6,0
16882,26,university,19,1,240,5.5,1,8,0
16883,26,high school,0,3,94,6.8,7,9,0
16884,26,high school,25,6,109,17.1,4,5,0
16885,33,university,0,10,139,9.6,3,4,0
16886,40,high school,3,1,909,12.8,2,6,0
16887,51,high school,5,4,79,11.8,2,3,0
16888,55,0,9,4,146,23.4,7,13,0
16889,33,high school,22,3,128,11.6,1,4,0
16890,28,0,8,0,376,19.2,6,21,0
16891,25,high school,19,9,334,4.8,6,6,0
16892,39,high school,12,9,79,8.2,17,8,0
16893,32,university,1,2,240,18.7,2,9,0
16894,42,graduate professional education,5,4,105,15.6,17,4,0
16895,39,university,0,10,94,7.9,3,19,0
16896,41,university,13,11,162,2.2,0,5,0
16897,39,high school,19,5,150,7.3,4,2,0
16898,23,high school,11,5,278,6.7,5,12,0
16899,39,high school,9,10,101,13.3,0,5,0
16900,51,graduate professional education,4,2,259,7.6,2,1,0
16901,42,graduate professional education,7,9,169,9.5,1,13,0
16902,29,high school,18,16,368,9.6,3,19,0
16903,38,graduate professional education,13,20,101,3.2,6,37,0
16904,41,graduate professional education,13,17,83,21.4,4,4,0
16905,45,university,7,2,545,8.9,1,11,0
16906,21,high school,18,2,244,3.8,4,6,0
16907,39,university,5,3,282,8.6,1,9,0
16908,42,high school,3,6,169,8.9,2,4,0
16909,20,high school,9,7,113,5.9,0,2,0
16910,30,high school,14,9,56,7.3,3,35,0
16911,48,university,4,4,79,13.8,0,10,0
16912,52,university,6,1,105,10,14,2,0
16913,26,high school,6,15,83,11.4,4,17,0
16914,32,high school,7,7,282,3.7,4,2,0
16915,26,high school,1,5,199,8.2,4,4,0
16916,32,graduate professional education,4,7,282,1.6,2,1,0
16917,48,high school,15,2,105,11.6,17,0,0
16918,21,graduate professional education,0,0,233,4.9,2,4,0
16919,36,university,0,1,98,2.9,5,11,0
16920,28,high school,4,3,98,18.2,3,5,0
16921,50,graduate professional education,9,1,101,13.3,5,13,0
16922,36,high school,13,17,64,7.6,3,11,0
16923,50,high school,8,0,143,5.5,1,6,0
16924,28,university,16,10,252,6.7,6,1,0
16925,33,high school,21,13,424,8.8,2,16,0
16926,45,high school,11,16,124,6.2,2,3,0
16927,29,high school,3,0,98,11.4,1,3,0
16928,45,high school,15,10,300,5.3,0,8,0
16929,30,university,3,13,139,4.8,10,5,0
16930,40,high school,22,23,86,1.8,2,10,0
16931,34,graduate professional education,7,10,308,8.1,5,2,0
16932,27,high school,8,0,113,17.6,2,4,0
16933,50,high school,11,15,270,2.2,2,5,0
16934,56,high school,9,2,128,2.4,4,1,0
16935,32,high school,7,15,169,2.3,26,3,0
16936,30,high school,8,9,68,5.4,2,8,0
16937,29,high school,6,9,94,15.1,6,9,0
16938,36,high school,2,16,150,3.6,20,7,0
16939,36,high school,1,10,116,23.9,5,18,0
16940,41,high school,22,11,98,5.8,2,12,0
16941,21,high school,4,19,128,8.7,5,4,0
16942,42,high school,6,5,222,6.1,5,10,0
16943,31,university,12,9,192,7,0,47,0
